id,type,ticket_type,attraction,wait_at_attraction,ride_duration,satisfaction_status,fatigue,time,day,time_of_entry,time_left,entered_park,attractions_visited_so_far
V3717,adult,online,Water Slide,49.07,4.5,82,0,310.02,Tuesday,255.03,,True,1
V1665,child,online,Mini Train,187.33,6.5,26,0,310.42,Tuesday,115.39,311.42,True,1
V0198,child,ticket_office,Ferris Wheel,152.24,6.0,20,0,310.43,Tuesday,150.97,312.43,True,1
V1358,child,online,Pirate Ship,209.02,4.7,18,0,310.66,Tuesday,95.91,313.66,True,1
V2853,child,online,Ball Pit,107.84,4.0,58,0,311.04,Tuesday,198.6,358.8,True,1
V0890,adult,online,Fun House,208.82,4.5,5,1,311.07,Tuesday,63.68,312.07,True,2
V0333,adult,ticket_office,Haunted House,55.44,4.0,58,0,311.16,Tuesday,251.15,182.2,True,1
V2201,child,online,Ferris Wheel,153.01,6.0,40,0,311.47,Tuesday,151.24,314.47,True,1
V0387,adult,online,Swing Ride,215.33,4.2,0,1,312.22,Tuesday,27.39,314.22,True,2
V3163,adult,online,Go Karts,85.6,5.0,66,0,312.29,Tuesday,220.52,214.29,True,1
V0492,adult,online,Petting Zoo,226.22,5.5,0,1,312.66,Tuesday,36.06,315.66,True,2
V2817,adult,online,Observation Tower,110.98,5.0,56,0,312.98,Tuesday,195.64,,True,1
V3020,adult,online,Roller Coaster,95.61,5.5,62,0,313.0,Tuesday,210.61,356.63,True,1
V1569,adult,online,Mirror Maze,198.63,4.2,22,0,313.18,Tuesday,108.95,316.18,True,1
V1314,adult,online,Carousel,215.41,4.3,14,0,313.39,Tuesday,92.97,316.39,True,1
V2676,adult,online,4D Cinema,120.35,6.0,52,0,313.72,Tuesday,186.36,430.39,True,1
V2816,adult,online,Laser Maze,49.37,3.8,47,1,314.07,Tuesday,195.59,,True,2
V1922,adult,online,Bumper Cars,174.1,3.5,32,0,314.1,Tuesday,135.58,317.1,True,1
V0158,child,ticket_office,Flying Chairs,191.74,4.0,4,0,314.13,Tuesday,117.69,317.13,True,1
V0634,adult,online,Drop Tower,134.48,5.8,0,2,314.29,Tuesday,46.62,316.29,True,3
V0452,child,online,Pirate Ship,214.02,4.7,0,1,315.96,Tuesday,34.32,318.96,True,2
V3805,adult,online,Water Slide,49.09,4.5,82,0,316.0,Tuesday,260.93,270.22,True,1
V2855,child,online,Ball Pit,112.05,4.0,56,0,316.28,Tuesday,198.99,196.15,True,1
V2024,adult,online,Haunted House,58.05,4.0,26,1,316.28,Tuesday,140.83,319.28,True,2
V0009,child,ticket_office,Fun House,206.23,4.5,0,3,316.65,Tuesday,5.52,318.65,True,4
V3966,adult,online,Virtual Reality Zone,39.09,6.5,86,0,316.74,Tuesday,270.26,,True,1
V2261,child,online,Ferris Wheel,154.61,6.0,40,0,317.03,Tuesday,155.82,158.19,True,1
V1671,child,online,Mini Train,194.52,6.5,24,0,317.51,Tuesday,115.89,318.51,True,1
V2593,adult,online,Virtual Reality Zone,32.28,6.5,42,2,317.57,Tuesday,179.33,181.8,True,3
V0863,child,online,Swing Ride,219.16,4.2,0,1,317.92,Tuesday,61.54,319.92,True,2
V1590,adult,online,Mirror Maze,203.87,4.2,20,0,318.31,Tuesday,109.31,321.31,True,1
V3175,adult,online,Go Karts,91.43,5.0,64,0,318.32,Tuesday,220.86,219.09,True,1
V2262,child,online,Ferris Wheel,155.63,6.0,38,0,318.39,Tuesday,155.84,453.24,True,1
V3870,adult,online,Laser Maze,47.89,3.8,82,0,318.45,Tuesday,266.18,276.48,True,1
V0292,child,online,Bumper Cars,177.67,3.5,0,3,318.72,Tuesday,19.95,319.72,True,4
V1376,child,online,Carousel,216.87,4.3,14,0,318.95,Tuesday,96.52,319.95,True,1
V2144,adult,online,Observation Tower,111.81,5.0,33,1,319.26,Tuesday,147.96,322.26,True,2
V1691,adult,online,Flying Chairs,195.73,4.0,22,0,319.4,Tuesday,118.4,322.4,True,1
V3041,adult,online,Roller Coaster,101.2,5.5,60,0,319.51,Tuesday,211.8,478.79,True,1
V1185,adult,online,Petting Zoo,229.29,5.5,10,0,319.56,Tuesday,83.37,322.56,True,1
V2708,adult,online,4D Cinema,124.31,6.0,52,0,320.99,Tuesday,189.41,408.39,True,1
V0269,child,ticket_office,Ball Pit,110.06,4.0,36,0,321.04,Tuesday,206.22,324.04,True,1
V3735,adult,online,Haunted House,59.91,4.0,78,0,321.25,Tuesday,256.38,,True,1
V1896,adult,online,Drop Tower,129.1,5.8,19,1,321.31,Tuesday,133.74,322.31,True,2
V1384,adult,online,Pirate Ship,218.58,4.7,14,0,321.76,Tuesday,97.38,324.76,True,1
V0119,adult,ticket_office,Fun House,209.94,4.5,0,1,321.78,Tuesday,91.04,324.78,True,2
V3823,adult,online,Water Slide,54.41,4.5,80,0,321.81,Tuesday,261.59,,True,1
V4173,adult,online,Laser Maze,35.81,3.8,86,0,322.86,Tuesday,282.64,286.1,True,1
V0520,adult,online,Bumper Cars,180.1,3.5,0,1,322.89,Tuesday,38.44,324.89,True,2
V1369,child,online,Swing Ride,221.66,4.2,12,0,323.54,Tuesday,96.25,326.54,True,1
V1574,adult,online,Mirror Maze,208.6,4.2,18,0,323.57,Tuesday,109.71,326.57,True,1
V2287,child,online,Ferris Wheel,159.08,6.0,38,0,324.05,Tuesday,157.95,327.05,True,1
V0133,adult,ticket_office,Carousel,219.9,4.3,0,0,324.09,Tuesday,99.05,326.09,True,1
V4158,adult,online,Virtual Reality Zone,35.63,6.5,86,0,324.11,Tuesday,281.1,297.08,True,1
V1750,adult,online,Flying Chairs,196.4,4.0,22,0,324.28,Tuesday,123.0,326.28,True,1
V3178,adult,online,Go Karts,96.9,5.0,62,0,324.61,Tuesday,221.42,220.8,True,1
V0960,child,online,Mini Train,198.33,6.5,0,1,325.12,Tuesday,67.87,328.12,True,2
V0800,adult,online,Observation Tower,114.18,5.0,0,2,325.32,Tuesday,58.49,328.32,True,3
V4372,adult,online,Virtual Reality Zone,20.86,6.5,92,0,325.35,Tuesday,296.71,294.59,True,1
V2308,child,online,Ferris Wheel,158.35,6.0,38,0,325.58,Tuesday,160.04,326.58,True,1
V3069,adult,online,Roller Coaster,105.4,5.5,58,0,325.62,Tuesday,214.11,215.16,True,1
V0381,child,online,Petting Zoo,236.05,5.5,0,1,326.05,Tuesday,27.15,328.05,True,2
V0279,child,ticket_office,Ball Pit,108.77,4.0,38,0,326.21,Tuesday,212.27,328.21,True,1
V3247,adult,online,Haunted House,63.57,4.0,60,1,326.56,Tuesday,224.78,389.92,True,2
V1067,adult,online,Fun House,214.49,4.5,0,1,326.86,Tuesday,76.35,329.86,True,2
V2018,adult,online,Bumper Cars,181.94,3.5,28,0,326.94,Tuesday,140.95,327.94,True,1
V2749,adult,online,4D Cinema,129.23,6.0,50,0,327.5,Tuesday,191.76,394.83,True,1
V3839,adult,online,Water Slide,58.94,4.5,78,0,327.54,Tuesday,262.87,468.72,True,1
V0405,child,online,Pirate Ship,223.03,4.7,0,2,327.83,Tuesday,29.0,329.83,True,3
V4215,adult,online,Laser Maze,37.89,3.8,86,0,327.9,Tuesday,284.96,,True,1
V2683,adult,online,Drop Tower,134.07,5.8,48,0,328.35,Tuesday,187.24,,True,1
V1613,child,online,Mirror Maze,212.61,4.2,16,0,328.45,Tuesday,110.96,330.45,True,1
V1810,child,online,Flying Chairs,196.78,4.0,22,0,328.89,Tuesday,127.5,329.89,True,1
V0129,child,ticket_office,Swing Ride,226.64,4.2,0,0,329.07,Tuesday,96.89,330.07,True,1
V1463,adult,online,Carousel,221.84,4.3,12,0,329.83,Tuesday,102.24,332.83,True,1
V1801,adult,online,Ferris Wheel,161.5,6.0,20,1,330.6,Tuesday,126.61,332.6,True,2
V3213,adult,online,Go Karts,102.37,5.0,60,0,330.75,Tuesday,222.24,225.95,True,1
V0144,adult,ticket_office,Bumper Cars,184.87,3.5,0,1,331.24,Tuesday,108.39,332.24,True,2
V1152,child,online,Ball Pit,108.4,4.0,0,1,331.32,Tuesday,80.34,332.32,True,2
V2307,adult,online,Observation Tower,101.23,5.0,28,1,331.34,Tuesday,159.67,334.34,True,2
V3794,adult,online,Haunted House,65.75,4.0,74,0,331.46,Tuesday,260.81,269.44,True,1
V4383,adult,online,Virtual Reality Zone,26.41,6.5,90,0,331.92,Tuesday,297.71,474.0,True,1
V1624,adult,online,Fun House,215.25,4.5,14,0,332.25,Tuesday,111.61,333.25,True,1
V0216,child,ticket_office,Ferris Wheel,162.16,6.0,16,0,332.33,Tuesday,163.42,334.33,True,1
V1725,child,online,Mini Train,203.8,6.5,20,0,332.39,Tuesday,121.32,335.39,True,1
V2127,adult,online,Roller Coaster,109.06,5.5,22,1,332.47,Tuesday,146.31,335.47,True,2
V1729,adult,online,Water Slide,62.4,4.5,9,2,332.68,Tuesday,121.83,335.68,True,3
V1224,child,online,Petting Zoo,240.56,5.5,4,0,332.89,Tuesday,85.49,335.89,True,1
V4464,adult,online,Virtual Reality Zone,22.55,6.5,92,0,333.05,Tuesday,302.81,,True,1
V3111,adult,online,Laser Maze,38.89,3.8,47,2,333.08,Tuesday,216.65,,True,3
V0612,child,online,Mirror Maze,216.28,4.2,0,1,333.28,Tuesday,44.79,334.28,True,2
V1427,adult,online,Pirate Ship,227.3,4.7,10,0,333.54,Tuesday,100.53,334.54,True,1
V0507,child,online,Flying Chairs,200.2,4.0,0,2,334.15,Tuesday,36.86,335.15,True,3
V1382,adult,online,Swing Ride,232.04,4.2,8,0,334.16,Tuesday,97.03,337.16,True,1
V1964,adult,online,4D Cinema,127.24,6.0,13,1,334.77,Tuesday,138.23,335.77,True,2
V2695,adult,online,Drop Tower,140.03,5.8,44,0,334.94,Tuesday,188.31,364.04,True,1
V0445,child,online,Carousel,223.95,4.3,0,1,335.07,Tuesday,32.86,338.07,True,2
V2046,child,online,Bumper Cars,188.67,3.5,26,0,335.46,Tuesday,142.57,338.46,True,1
V3958,adult,online,Haunted House,61.47,4.0,76,0,336.55,Tuesday,269.99,,True,1
V0290,child,ticket_office,Ball Pit,109.49,4.0,38,0,336.78,Tuesday,221.83,338.78,True,1
V3462,adult,online,Go Karts,92.72,5.0,64,0,337.03,Tuesday,238.02,,True,1
V2386,adult,online,Ferris Wheel,165.83,6.0,34,0,337.51,Tuesday,164.77,339.51,True,1
V3287,adult,online,Observation Tower,102.88,5.0,60,0,337.66,Tuesday,228.46,,True,1
V4301,adult,online,Laser Maze,41.08,3.8,84,0,337.74,Tuesday,292.0,449.44,True,1
V1655,adult,online,Mirror Maze,219.15,4.2,14,0,338.05,Tuesday,114.13,339.05,True,1
V1631,child,online,Fun House,220.19,4.5,12,0,338.1,Tuesday,112.05,340.1,True,1
V3910,adult,online,Water Slide,65.24,4.5,74,0,338.54,Tuesday,267.43,279.66,True,1
V2416,adult,online,Roller Coaster,111.66,5.5,30,1,338.74,Tuesday,168.2,340.74,True,2
V2383,adult,online,Ferris Wheel,167.52,6.0,34,0,338.93,Tuesday,164.81,341.93,True,1
V2471,adult,online,Virtual Reality Zone,29.07,6.5,30,1,339.24,Tuesday,171.35,342.24,True,2
V1477,child,online,Pirate Ship,230.04,4.7,8,0,339.3,Tuesday,103.5,340.3,True,1
V0948,adult,online,Flying Chairs,200.1,4.0,0,1,339.33,Tuesday,66.88,342.33,True,2
V1385,child,online,Swing Ride,236.62,4.2,6,0,339.44,Tuesday,97.54,341.44,True,1
V1233,child,online,Petting Zoo,246.54,5.5,2,0,339.45,Tuesday,86.35,341.45,True,1
V0191,child,ticket_office,Bumper Cars,189.54,3.5,6,0,339.48,Tuesday,145.92,341.48,True,1
V0495,child,online,Mini Train,210.56,6.5,0,1,339.98,Tuesday,36.23,340.98,True,2
V0490,child,online,Carousel,227.99,4.3,0,1,340.57,Tuesday,35.81,343.57,True,2
V2437,adult,online,Virtual Reality Zone,30.1,6.5,27,2,340.98,Tuesday,168.8,341.98,True,3
V4231,adult,online,Haunted House,49.95,4.0,82,0,341.35,Tuesday,286.61,,True,1
V2728,adult,online,Drop Tower,144.59,5.8,44,0,341.51,Tuesday,190.35,190.52,True,1
V3286,child,online,Ball Pit,108.94,4.0,58,0,341.54,Tuesday,227.85,227.8,True,1
V4648,adult,online,Laser Maze,22.66,3.8,92,0,342.05,Tuesday,315.08,315.06,True,1
V0194,adult,ticket_office,4D Cinema,126.88,6.0,7,1,342.06,Tuesday,148.11,344.06,True,2
V0030,child,online,Mirror Maze,223.3,4.2,0,3,342.87,Tuesday,2.79,343.87,True,4
V1907,adult,online,Go Karts,94.32,5.0,4,2,343.12,Tuesday,134.35,346.12,True,3
V2160,adult,online,Observation Tower,106.84,5.0,25,1,343.5,Tuesday,149.43,346.5,True,2
V1635,adult,online,Fun House,225.68,4.5,10,0,343.8,Tuesday,112.42,344.8,True,1
V0347,child,online,Bumper Cars,193.53,3.5,0,2,343.98,Tuesday,24.78,346.98,True,3
V3999,adult,online,Water Slide,67.11,4.5,74,0,344.32,Tuesday,271.43,,True,1
V0751,child,online,Ferris Wheel,172.6,6.0,0,1,344.32,Tuesday,55.09,345.32,True,2
V1410,child,online,Swing Ride,240.16,4.2,4,0,344.47,Tuesday,99.28,346.47,True,1
V1915,adult,online,Flying Chairs,204.12,4.0,20,0,344.6,Tuesday,135.21,346.6,True,1
V1508,child,online,Pirate Ship,233.81,4.7,8,0,344.74,Tuesday,105.49,346.74,True,1
V2214,adult,online,Roller Coaster,115.58,5.5,22,1,345.2,Tuesday,152.48,346.2,True,2
V0434,child,online,Ferris Wheel,173.68,6.0,0,2,346.16,Tuesday,31.84,348.16,True,3
V1546,child,online,Carousel,233.36,4.3,8,0,346.16,Tuesday,107.21,349.16,True,1
V0402,child,online,Petting Zoo,251.17,5.5,0,1,346.22,Tuesday,28.94,348.22,True,2
V2234,adult,online,Haunted House,53.89,4.0,18,1,346.24,Tuesday,153.9,347.24,True,2
V4485,adult,online,Virtual Reality Zone,34.67,6.5,88,0,346.25,Tuesday,304.57,302.98,True,1
V3283,child,online,Ball Pit,113.61,4.0,56,0,346.47,Tuesday,227.93,220.84,True,1
V0436,adult,ticket_office,Laser Maze,20.73,3.8,72,0,346.59,Tuesday,321.33,397.34,True,1
V1766,child,online,Mini Train,215.98,6.5,14,0,347.75,Tuesday,124.0,350.75,True,1
V3152,adult,online,Virtual Reality Zone,33.86,6.5,44,1,348.16,Tuesday,218.97,227.2,True,2
V1680,child,online,Mirror Maze,226.46,4.2,10,0,348.41,Tuesday,116.41,351.41,True,1
V2136,child,online,Bumper Cars,196.79,3.5,22,0,348.46,Tuesday,147.19,351.46,True,1
V2778,adult,online,Drop Tower,148.1,5.8,42,0,348.69,Tuesday,193.41,371.36,True,1
V0338,adult,ticket_office,Go Karts,88.92,5.0,46,0,349.08,Tuesday,254.2,257.17,True,1
V0670,adult,online,Flying Chairs,194.8,4.0,0,1,349.32,Tuesday,49.47,350.32,True,2
V3021,adult,online,4D Cinema,131.51,6.0,48,0,349.4,Tuesday,210.55,210.93,True,1
V1155,child,online,Fun House,226.02,4.5,0,1,349.56,Tuesday,81.14,352.56,True,2
V0082,adult,ticket_office,Swing Ride,237.57,4.2,0,1,349.62,Tuesday,55.29,351.62,True,2
V2053,adult,online,Water Slide,71.32,4.5,10,1,349.73,Tuesday,143.0,351.73,True,2
V2531,adult,online,Observation Tower,111.7,5.0,31,1,349.76,Tuesday,174.85,352.76,True,2
V1572,child,online,Pirate Ship,235.66,4.7,6,0,350.37,Tuesday,109.08,353.37,True,1
V0147,child,ticket_office,Carousel,236.15,4.3,0,0,351.07,Tuesday,110.01,354.07,True,1
V4252,adult,online,Haunted House,57.54,4.0,78,0,351.16,Tuesday,288.7,302.8,True,1
V2394,adult,online,Ferris Wheel,179.0,6.0,30,0,351.23,Tuesday,165.32,353.23,True,1
V1290,adult,online,Roller Coaster,109.79,5.5,0,1,351.35,Tuesday,90.37,352.35,True,2
V4790,adult,online,Laser Maze,20.64,3.8,92,0,351.4,Tuesday,325.95,,True,1
V2253,child,online,Ball Pit,115.9,4.0,17,1,351.77,Tuesday,155.21,354.77,True,2
V1433,child,online,Bumper Cars,196.06,3.5,0,1,353.13,Tuesday,100.58,356.13,True,2
V0657,adult,online,Petting Zoo,257.62,5.5,0,2,353.14,Tuesday,47.93,354.14,True,3
V2403,child,online,Ferris Wheel,179.73,6.0,30,0,353.25,Tuesday,166.43,356.25,True,1
V0242,adult,online,Mirror Maze,231.51,4.2,0,2,353.75,Tuesday,16.84,356.75,True,3
V4558,adult,online,Virtual Reality Zone,36.74,6.5,86,0,354.04,Tuesday,309.51,325.2,True,1
V2202,adult,online,Flying Chairs,197.81,4.0,22,0,354.24,Tuesday,151.51,356.24,True,1
V2283,adult,online,Drop Tower,153.27,5.8,22,1,355.0,Tuesday,157.8,357.0,True,2
V0152,child,online,Swing Ride,241.49,4.2,0,2,355.27,Tuesday,10.73,357.27,True,3
V2073,adult,online,Observation Tower,116.13,5.0,10,1,355.31,Tuesday,143.83,356.31,True,2
V4296,adult,online,Water Slide,57.97,4.5,78,0,355.34,Tuesday,291.76,,True,1
V3810,adult,online,Go Karts,87.63,5.0,66,0,355.34,Tuesday,261.46,265.4,True,1
V0195,child,online,Fun House,231.41,4.5,0,2,355.36,Tuesday,13.7,357.36,True,3
V0211,child,online,Mini Train,222.71,6.5,0,2,355.42,Tuesday,14.63,358.42,True,3
V3020,adult,online,Virtual Reality Zone,32.16,6.5,37,1,355.63,Tuesday,210.61,356.63,True,2
V1570,child,online,Pirate Ship,241.29,4.7,4,0,355.87,Tuesday,109.08,358.87,True,1
V3794,adult,online,Laser Maze,18.94,3.8,59,1,356.47,Tuesday,260.81,269.44,True,2
V0342,adult,ticket_office,Haunted House,62.25,4.0,35,1,356.54,Tuesday,255.08,359.54,True,2
V1602,adult,online,Carousel,240.33,4.3,4,0,356.71,Tuesday,110.73,357.71,True,1
V2405,adult,online,4D Cinema,138.54,6.0,25,1,356.9,Tuesday,166.52,357.9,True,2
V3446,child,online,Ball Pit,115.16,4.0,54,0,357.23,Tuesday,236.61,232.35,True,1
V2272,adult,online,Bumper Cars,196.66,3.5,22,0,357.42,Tuesday,156.47,360.42,True,1
V2265,adult,online,Roller Coaster,109.91,5.5,22,1,357.86,Tuesday,156.74,358.86,True,2
V2418,child,online,Ferris Wheel,183.04,6.0,28,0,357.96,Tuesday,168.19,359.96,True,1
V0193,child,online,Mirror Maze,236.0,4.2,0,2,359.13,Tuesday,13.6,362.13,True,3
V0916,child,online,Flying Chairs,199.82,4.0,0,1,359.23,Tuesday,65.18,360.23,True,2
V0358,adult,online,Petting Zoo,263.94,5.5,0,2,359.51,Tuesday,25.71,361.51,True,3
V0947,adult,online,Ferris Wheel,183.17,6.0,0,1,360.51,Tuesday,66.97,361.51,True,2
V0171,child,online,Swing Ride,246.72,4.2,0,2,360.61,Tuesday,12.89,363.61,True,3
V4935,adult,online,Laser Maze,20.04,3.8,92,0,360.77,Tuesday,336.43,343.27,True,1
V3413,adult,online,Water Slide,63.53,4.5,41,1,360.81,Tuesday,234.96,387.56,True,2
V1712,child,online,Fun House,235.09,4.5,6,0,361.28,Tuesday,120.27,364.28,True,1
V2542,adult,online,Go Karts,92.91,5.0,20,1,361.33,Tuesday,175.76,364.33,True,2
V3499,adult,online,Observation Tower,115.64,5.0,54,0,361.38,Tuesday,239.67,465.03,True,1
V4804,adult,online,Virtual Reality Zone,27.03,6.5,90,0,361.42,Tuesday,327.01,,True,1
V0705,child,online,Pirate Ship,244.78,4.7,0,1,361.7,Tuesday,51.4,363.7,True,2
V0060,adult,ticket_office,Carousel,243.22,4.3,0,1,361.76,Tuesday,35.93,363.76,True,2
V4258,adult,online,Haunted House,67.43,4.0,74,0,361.84,Tuesday,289.11,,True,1
V2284,adult,online,Bumper Cars,199.47,3.5,22,0,361.97,Tuesday,157.95,363.97,True,1
V2811,adult,online,Drop Tower,159.46,5.8,38,0,362.05,Tuesday,195.54,365.05,True,1
V3511,child,online,Ball Pit,117.07,4.0,54,0,362.08,Tuesday,240.16,465.11,True,1
V0442,child,online,Mini Train,227.5,6.5,0,2,362.95,Tuesday,32.4,363.95,True,3
V2695,adult,online,Virtual Reality Zone,18.69,6.5,31,1,363.04,Tuesday,188.31,364.04,True,2
V1699,adult,online,4D Cinema,143.78,6.0,4,1,363.75,Tuesday,118.73,365.75,True,2
V0260,adult,online,Mirror Maze,241.18,4.2,0,3,364.03,Tuesday,18.34,366.03,True,4
V1435,child,online,Flying Chairs,199.52,4.0,0,1,364.31,Tuesday,101.08,365.31,True,2
V2465,adult,online,Ferris Wheel,187.24,6.0,26,0,364.77,Tuesday,170.72,367.77,True,1
V2389,adult,online,Roller Coaster,108.18,5.5,20,1,364.86,Tuesday,165.41,367.86,True,2
V1090,adult,online,Swing Ride,250.91,4.2,0,1,365.37,Tuesday,77.81,366.37,True,2
V4301,adult,online,Laser Maze,20.03,3.8,69,1,365.89,Tuesday,292.0,449.44,True,2
V1284,child,online,Petting Zoo,269.79,5.5,0,0,366.24,Tuesday,89.72,369.24,True,1
V4436,adult,online,Water Slide,59.61,4.5,78,0,366.3,Tuesday,301.2,,True,1
V1734,child,online,Fun House,238.86,4.5,6,0,366.85,Tuesday,122.42,369.85,True,1
V2290,child,online,Bumper Cars,203.55,3.5,20,0,366.9,Tuesday,158.42,368.9,True,1
V4279,adult,online,Haunted House,70.99,4.0,72,0,367.01,Tuesday,290.85,305.46,True,1
V3905,adult,online,Go Karts,93.96,5.0,64,0,367.02,Tuesday,267.37,,True,1
V0601,child,online,Ferris Wheel,188.25,6.0,0,1,367.06,Tuesday,43.89,368.06,True,2
V0332,adult,online,Carousel,244.39,4.3,0,2,367.33,Tuesday,23.14,370.33,True,3
V2373,adult,online,Observation Tower,119.36,5.0,18,1,367.44,Tuesday,164.11,369.44,True,2
V3508,child,online,Ball Pit,121.68,4.0,52,0,367.49,Tuesday,240.4,243.73,True,1
V1709,child,online,Pirate Ship,242.14,4.7,4,0,367.62,Tuesday,119.56,370.62,True,1
V2117,adult,online,Drop Tower,162.57,5.8,5,1,368.45,Tuesday,146.14,370.45,True,2
V1714,adult,online,Mirror Maze,243.68,4.2,4,0,369.12,Tuesday,120.36,371.12,True,1
V4978,adult,online,Virtual Reality Zone,22.85,6.5,92,0,369.18,Tuesday,338.57,346.57,True,1
V0220,child,ticket_office,Flying Chairs,196.71,4.0,2,0,369.57,Tuesday,167.6,372.57,True,1
V2778,adult,online,Virtual Reality Zone,11.35,6.5,30,1,370.36,Tuesday,193.41,371.36,True,2
V5009,adult,online,Laser Maze,24.68,3.8,92,0,370.53,Tuesday,341.21,355.94,True,1
V0154,child,online,Swing Ride,253.67,4.2,0,2,370.6,Tuesday,11.2,373.6,True,3
V1851,child,online,Mini Train,232.27,6.5,8,0,370.64,Tuesday,130.68,372.64,True,1
V3650,adult,online,Roller Coaster,114.64,5.5,56,0,371.22,Tuesday,250.22,,True,1
V3102,adult,online,4D Cinema,147.95,6.0,42,0,371.24,Tuesday,215.8,405.76,True,1
V1825,adult,online,Bumper Cars,205.31,3.5,0,1,371.57,Tuesday,128.44,372.57,True,2
V4362,adult,online,Haunted House,70.1,4.0,72,0,371.79,Tuesday,296.92,,True,1
V0717,child,online,Ferris Wheel,191.16,6.0,0,1,371.79,Tuesday,53.11,373.79,True,2
V1753,adult,online,Fun House,243.86,4.5,4,0,371.88,Tuesday,122.99,372.88,True,1
V3566,child,online,Ball Pit,122.94,4.0,52,0,372.09,Tuesday,244.54,,True,1
V4507,adult,online,Water Slide,59.97,4.5,78,0,372.2,Tuesday,306.34,321.8,True,1
V1686,child,online,Carousel,249.72,4.3,2,0,372.46,Tuesday,117.61,373.46,True,1
V1289,adult,online,Petting Zoo,275.91,5.5,0,0,372.93,Tuesday,90.33,375.93,True,1
V0069,child,ticket_office,Pirate Ship,244.89,4.7,0,1,373.38,Tuesday,43.16,375.38,True,2
V2850,adult,online,Go Karts,89.48,5.0,29,1,373.39,Tuesday,198.61,374.39,True,2
V0320,adult,ticket_office,Observation Tower,125.15,5.0,30,0,373.79,Tuesday,242.29,374.79,True,1
V1740,child,online,Mirror Maze,246.93,4.2,2,0,374.09,Tuesday,122.18,377.09,True,1
V0227,child,ticket_office,Ferris Wheel,193.12,6.0,4,0,374.22,Tuesday,173.94,376.22,True,1
V1214,child,online,Flying Chairs,201.51,4.0,0,1,375.03,Tuesday,84.88,376.03,True,2
V2971,adult,online,Drop Tower,161.04,5.8,36,0,375.2,Tuesday,207.41,378.2,True,1
V5050,adult,online,Laser Maze,26.64,3.8,90,0,375.71,Tuesday,343.89,360.5,True,1
V1626,adult,online,Swing Ride,258.79,4.2,0,0,376.01,Tuesday,111.81,377.01,True,1
V4790,adult,online,Virtual Reality Zone,15.78,6.5,81,1,376.36,Tuesday,325.95,,True,2
V0899,child,online,Bumper Cars,209.72,3.5,0,1,376.39,Tuesday,64.31,377.39,True,2
V3617,child,online,Ball Pit,124.13,4.0,52,0,376.66,Tuesday,247.96,244.15,True,1
V4448,adult,online,Haunted House,70.01,4.0,72,0,376.89,Tuesday,301.78,317.76,True,1
V1718,child,online,Carousel,251.73,4.3,0,0,377.52,Tuesday,120.72,380.52,True,1
V4252,adult,online,Virtual Reality Zone,16.2,6.5,67,1,377.54,Tuesday,288.7,302.8,True,2
V3678,adult,online,Roller Coaster,118.67,5.5,54,0,377.75,Tuesday,252.55,,True,1
V1759,child,online,Fun House,248.42,4.5,2,0,377.76,Tuesday,123.46,379.76,True,1
V0294,adult,ticket_office,4D Cinema,144.62,6.0,24,0,377.88,Tuesday,226.61,379.88,True,1
V4677,adult,online,Water Slide,54.03,4.5,80,0,378.13,Tuesday,318.17,,True,1
V1853,child,online,Mini Train,239.48,6.5,6,0,378.26,Tuesday,131.16,381.26,True,1
V2583,child,online,Ferris Wheel,193.34,6.0,24,0,379.06,Tuesday,178.45,382.06,True,1
V0328,child,online,Pirate Ship,249.76,4.7,0,2,379.3,Tuesday,22.92,380.3,True,3
V3156,adult,online,Go Karts,94.27,5.0,37,1,379.32,Tuesday,219.62,381.32,True,2
V1002,adult,online,Petting Zoo,279.55,5.5,0,1,379.6,Tuesday,71.72,381.6,True,2
V1785,child,online,Mirror Maze,248.95,4.2,2,0,379.78,Tuesday,125.14,382.78,True,1
V3722,adult,online,Observation Tower,117.95,5.0,54,0,379.81,Tuesday,255.84,,True,1
V1796,adult,online,Flying Chairs,205.54,4.0,0,1,380.2,Tuesday,125.72,383.2,True,2
V5095,adult,online,Laser Maze,28.19,3.8,90,0,380.99,Tuesday,347.52,363.56,True,1
V0496,adult,online,Swing Ride,264.18,4.2,0,3,381.11,Tuesday,36.38,383.11,True,4
V2357,child,online,Bumper Cars,213.34,3.5,16,0,381.13,Tuesday,163.04,383.13,True,1
V2614,adult,online,Ferris Wheel,193.35,6.0,24,0,381.35,Tuesday,180.88,382.35,True,1
V4452,adult,online,Haunted House,74.3,4.0,72,0,381.48,Tuesday,302.58,,True,1
V3885,child,online,Ball Pit,110.14,4.0,56,0,381.6,Tuesday,266.51,264.81,True,1
V2367,adult,online,Drop Tower,162.0,5.8,12,1,381.91,Tuesday,163.84,383.91,True,2
V0711,adult,online,Carousel,252.13,4.3,0,2,383.07,Tuesday,52.33,386.07,True,3
V1761,child,online,Fun House,253.86,4.5,0,0,383.33,Tuesday,123.89,386.33,True,1
V4773,adult,online,Water Slide,53.0,4.5,80,0,383.79,Tuesday,325.13,,True,1
V5264,adult,online,Virtual Reality Zone,17.25,6.5,94,0,383.96,Tuesday,359.11,,True,1
V3750,adult,online,Roller Coaster,119.97,5.5,54,0,384.45,Tuesday,257.78,259.32,True,1
V3413,adult,online,Virtual Reality Zone,14.73,6.5,29,2,384.56,Tuesday,234.96,387.56,True,3
